date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:15:34	134534/134534	---MCZ	200	added ('OK')	text/css	etag:W/%2220d86-69cf87d8-1a812d0;br%22	https://ristechy.com/wp-content/themes/jannah/assets/css/style.min.css?ver=7.6.5	ristechy.com/wp-content/themes/jannah/assets/css/style.min0e5f.css	(from https://ristechy.com/)
10:15:35	46691/46691	---MCZ	200	added ('OK')	text/css	etag:W/%22b663-69cf87d8-1a8121a;br%22	https://ristechy.com/wp-content/themes/jannah/assets/css/widgets.min.css?ver=7.6.5	ristechy.com/wp-content/themes/jannah/assets/css/widgets.min0e5f.css	(from https://ristechy.com/)
10:15:36	33729/33729	---MCZ	200	added ('OK')	text/css	etag:W/%2283c1-6a7802f6-1ac2273;br%22	https://ristechy.com/wp-content/cache/min/1/wp-content/themes/jannah/assets/css/helpers.min.css?ver=1786249974	ristechy.com/wp-content/cache/min/1/wp-content/themes/jannah/assets/css/helpers.min6333.css	(from https://ristechy.com/)
10:15:37	59379/59379	---MCZ	200	added ('OK')	text/css	etag:W/%22e7f3-6a7802f6-1ac2275;br%22	https://ristechy.com/wp-content/cache/min/1/wp-content/themes/jannah/assets/css/fontawesome.css?ver=1786249974	ristechy.com/wp-content/cache/min/1/wp-content/themes/jannah/assets/css/fontawesome6333.css	(from https://ristechy.com/)
10:15:37	12127/12127	---MCZ	200	added ('OK')	text/css	etag:W/%222f5f-6a7802f6-1ac2279;br%22	https://ristechy.com/wp-content/cache/min/1/wp-content/themes/jannah/assets/ilightbox/dark-skin/skin.css?ver=1786249974	ristechy.com/wp-content/cache/min/1/wp-content/themes/jannah/assets/ilightbox/dark-skin/skin6333.css	(from https://ristechy.com/)
10:15:38	13196/13196	---MCZ	200	added ('OK')	text/css	etag:W/%22338c-69cf87d9-1a812be;br%22	https://ristechy.com/wp-content/themes/jannah/assets/css/plugins/shortcodes.min.css?ver=7.6.5	ristechy.com/wp-content/themes/jannah/assets/css/plugins/shortcodes.min0e5f.css	(from https://ristechy.com/)
10:15:39	8190/8190	---M-Z	200	added ('OK')	application/json	date:Mon,%2010%20Aug%202026%2007:15:39%20GMT	https://ristechy.com/wp-json/wp/v2/pages/14912	ristechy.com/wp-json/wp/v2/pages/14912.json	(from https://ristechy.com/)
10:15:40	5655/5655	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2010%20Aug%202026%2007:15:40%20GMT	https://ristechy.com/xmlrpc.php?rsd	ristechy.com/xmlrpc0db0.php	(from https://ristechy.com/)
10:15:41	225105/225105	---M-Z	200	added ('OK')	application/json	date:Mon,%2010%20Aug%202026%2007:15:40%20GMT	https://ristechy.com/wp-json/	ristechy.com/wp-json/index.html	(from https://ristechy.com/)
10:15:41	1138/1138	---M--	200	added ('OK')	image/webp	etag:%22472-6193f9c0-1aa4b71;;;%22	https://ristechy.com/wp-content/uploads/2021/11/RisTechy.png.webp	ristechy.com/wp-content/uploads/2021/11/RisTechy.png.webp	(from https://ristechy.com/)
10:15:43	109894/109894	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2002:25:04%20GMT	https://ristechy.com/games	ristechy.com/games.html	(from https://ristechy.com/)
10:15:44	95035/95035	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2002:22:53%20GMT	https://ristechy.com/games/soccer	ristechy.com/games/soccer.html	(from https://ristechy.com/)
10:15:45	100594/100594	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2002:28:00%20GMT	https://ristechy.com/android	ristechy.com/android.html	(from https://ristechy.com/)
10:15:46	93475/93475	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2003:06:37%20GMT	https://ristechy.com/android/communication	ristechy.com/android/communication.html	(from https://ristechy.com/)
10:15:47	93829/93829	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2004:17:08%20GMT	https://ristechy.com/dlskits	ristechy.com/dlskits.html	(from https://ristechy.com/)
10:15:48	87810/87810	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2003:04:55%20GMT	https://ristechy.com/contact	ristechy.com/contact.html	(from https://ristechy.com/)
10:15:49	89263/89263	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2003:25:23%20GMT	https://ristechy.com/featured	ristechy.com/featured.html	(from https://ristechy.com/)
10:15:50	634583/634583	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2002:18:46%20GMT	https://ristechy.com/best-ppsspp-games-download-android-psp	ristechy.com/best-ppsspp-games-download-android-psp.html	(from https://ristechy.com/)
10:15:51	149530/149530	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2002:19:28%20GMT	https://ristechy.com/modern-combat-4-mod-apk-mc4	ristechy.com/modern-combat-4-mod-apk-mc4.html	(from https://ristechy.com/)
10:15:52	249383/249383	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2003:14:40%20GMT	https://ristechy.com/need-for-speed-most-wanted-apk-mod	ristechy.com/need-for-speed-most-wanted-apk-mod.html	(from https://ristechy.com/)
10:15:53	247056/247056	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2003:20:35%20GMT	https://ristechy.com/the-amazing-spider-man-apk-obb-data	ristechy.com/the-amazing-spider-man-apk-obb-data.html	(from https://ristechy.com/)
10:15:54	130078/130078	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2003:23:35%20GMT	https://ristechy.com/modern-combat-3-mod-apk-fallen-nation	ristechy.com/modern-combat-3-mod-apk-fallen-nation.html	(from https://ristechy.com/)
10:15:55	26394/26394	---M--	200	added ('OK')	image/jpeg	etag:%22671a-697a6176-1aa2c7e;;;%22	https://ristechy.com/wp-content/uploads/2026/01/Subway_Surfers_City_Mod_apk-390x220.jpg	ristechy.com/wp-content/uploads/2026/01/Subway_Surfers_City_Mod_apk-390x220.jpg	(from https://ristechy.com/)
10:15:55	104034/104034	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2002:25:28%20GMT	https://ristechy.com/subway-surfers-city-mod-apk	ristechy.com/subway-surfers-city-mod-apk.html	(from https://ristechy.com/)
10:15:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Aug%202026%2007:15:56%20GMT	https://ristechy.com/author/ristechy	ristechy.com/author/ristechy	(from https://ristechy.com/)
10:15:58	138950/138950	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2002:22:43%20GMT	https://ristechy.com/football-league-2025-mod-apk	ristechy.com/football-league-2025-mod-apk.html	(from https://ristechy.com/)
10:15:58	10782/10782	---M--	200	added ('OK')	image/jpeg	etag:%222a1e-68dbe4ff-1ac1595;;;%22	https://ristechy.com/wp-content/uploads/2025/09/Football_League_2026_Mod_Apk_Obb-220x150.jpg	ristechy.com/wp-content/uploads/2025/09/Football_League_2026_Mod_Apk_Obb-220x150.jpg	(from https://ristechy.com/)
10:16:00	10527/10527	---M--	200	added ('OK')	image/jpeg	etag:%22291f-697c8644-1aa2c6e;;;%22	https://ristechy.com/wp-content/uploads/2026/01/UFL-Soccer-Game-Apk-220x150.jpg	ristechy.com/wp-content/uploads/2026/01/UFL-Soccer-Game-Apk-220x150.jpg	(from https://ristechy.com/)
10:16:00	126506/126506	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2002:26:49%20GMT	https://ristechy.com/ufl-soccer-game-apk	ristechy.com/ufl-soccer-game-apk.html	(from https://ristechy.com/)
10:16:01	9756/9756	---M--	200	added ('OK')	image/webp	etag:%22261c-67fdc83e-1ac16cd;;;%22	https://ristechy.com/wp-content/uploads/2025/04/Best-PPSSPP-PSP-Games-download-220x150.webp	ristechy.com/wp-content/uploads/2025/04/Best-PPSSPP-PSP-Games-download-220x150.webp	(from https://ristechy.com/)
10:16:03	123536/123536	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2003:23:33%20GMT	https://ristechy.com/soccer-manager-mod-apk	ristechy.com/soccer-manager-mod-apk.html	(from https://ristechy.com/)
10:16:03	9579/9579	---M--	200	added ('OK')	image/jpeg	etag:%22256b-68d23af4-1ac169e;;;%22	https://ristechy.com/wp-content/uploads/2025/08/Soccer-Manager-Mod-Apk-2026-220x150.jpg	ristechy.com/wp-content/uploads/2025/08/Soccer-Manager-Mod-Apk-2026-220x150.jpg	(from https://ristechy.com/)
10:16:05	124185/124185	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2002:26:46%20GMT	https://ristechy.com/total-football-apk-obb	ristechy.com/total-football-apk-obb.html	(from https://ristechy.com/)
10:16:05	10728/10728	---M--	200	added ('OK')	image/jpeg	etag:%2229e8-67c9c4ec-1aa29bc;;;%22	https://ristechy.com/wp-content/uploads/2023/11/Screenshot_2023-11-16-09-53-17-380_com.galasports.totalfootball.global-220x150.jpg	ristechy.com/wp-content/uploads/2023/11/Screenshot_2023-11-16-09-53-17-380_com.galasports.totalfootball.global-220x150.jpg	(from https://ristechy.com/)
10:16:07	181288/181288	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2004:16:21%20GMT	https://ristechy.com/shadow-fight-2-mod-apk-2	ristechy.com/shadow-fight-2-mod-apk-2.html	(from https://ristechy.com/)
10:16:07	50760/50760	---M--	200	added ('OK')	image/webp	etag:%22c648-6501fc9e-1ac03be;;;%22	https://ristechy.com/wp-content/uploads/2019/01/shadow-fight-2-level-99.jpg.webp	ristechy.com/wp-content/uploads/2019/01/shadow-fight-2-level-99.jpg.webp	(from https://ristechy.com/)
10:16:09	141589/141589	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2002:26:00%20GMT	https://ristechy.com/dream-league-2026-dls-26-mod-apk	ristechy.com/dream-league-2026-dls-26-mod-apk.html	(from https://ristechy.com/)
10:16:09	12536/12536	---M--	200	added ('OK')	image/webp	etag:%2230f8-69592246-1aa2c8e;;;%22	https://ristechy.com/wp-content/uploads/2026/01/DLS-2026-Mod-Apk-Obb-220x150.webp	ristechy.com/wp-content/uploads/2026/01/DLS-2026-Mod-Apk-Obb-220x150.webp	(from https://ristechy.com/)
10:16:11	161933/161933	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2003:21:58%20GMT	https://ristechy.com/ppsspp-gold-apk	ristechy.com/ppsspp-gold-apk.html	(from https://ristechy.com/)
10:16:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Aug%202026%2007:16:11%20GMT	https://ristechy.com/author/ristechy	ristechy.com/author/ristechy	(from https://ristechy.com/)
10:16:13	123128/123128	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2005:37:35%20GMT	https://ristechy.com/spotify-premium-apk	ristechy.com/spotify-premium-apk.html	(from https://ristechy.com/)
10:16:13	6382/6382	---M--	200	added ('OK')	image/webp	etag:%2218ee-61940116-1ac0b21;;;%22	https://ristechy.com/wp-content/uploads/2018/09/Spotify-premium-apk-android.png.webp	ristechy.com/wp-content/uploads/2018/09/Spotify-premium-apk-android.png.webp	(from https://ristechy.com/)
10:16:15	102708/102708	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2004:50:03%20GMT	https://ristechy.com/psiphon-pro-unlimited-speed-apk	ristechy.com/psiphon-pro-unlimited-speed-apk.html	(from https://ristechy.com/)
10:16:15	12636/12636	---M--	200	added ('OK')	image/webp	etag:%22315c-6501fac2-1ac1305;;;%22	https://ristechy.com/wp-content/uploads/2018/03/psiphonprounlimitedapk.jpeg.webp	ristechy.com/wp-content/uploads/2018/03/psiphonprounlimitedapk.jpeg.webp	(from https://ristechy.com/)
10:16:17	113725/113725	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2004:17:40%20GMT	https://ristechy.com/ppsspp-psp-emulator-apk	ristechy.com/ppsspp-psp-emulator-apk.html	(from https://ristechy.com/)
10:16:17	14784/14784	---M--	200	added ('OK')	image/webp	etag:%2239c0-6502e9d8-1aa6200;;;%22	https://ristechy.com/wp-content/uploads/2019/06/PPSSPP-PSP-Emulator.jpeg.webp	ristechy.com/wp-content/uploads/2019/06/PPSSPP-PSP-Emulator.jpeg.webp	(from https://ristechy.com/)
10:16:19	106062/106062	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2005:38:15%20GMT	https://ristechy.com/epsxe-full-apk-ps1-emulator-android	ristechy.com/epsxe-full-apk-ps1-emulator-android.html	(from https://ristechy.com/)
10:16:19	27460/27460	---M--	200	added ('OK')	image/webp	etag:%226b44-650597f2-1a87e2e;;;%22	https://ristechy.com/wp-content/uploads/2020/08/ePSXe-apk-full.jpg.webp	ristechy.com/wp-content/uploads/2020/08/ePSXe-apk-full.jpg.webp	(from https://ristechy.com/)
10:16:21	123669/123669	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2003:16:54%20GMT	https://ristechy.com/rpcs3-apk-android	ristechy.com/rpcs3-apk-android.html	(from https://ristechy.com/)
10:16:21	4393/4393	---M--	200	added ('OK')	image/jpeg	etag:%221129-67da0968-1ac17c1;;;%22	https://ristechy.com/wp-content/uploads/2025/03/RPCS3-Apk-Android-220x150.jpg	ristechy.com/wp-content/uploads/2025/03/RPCS3-Apk-Android-220x150.jpg	(from https://ristechy.com/)
10:16:23	103460/103460	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2003:23:45%20GMT	https://ristechy.com/betika-app-apk-download	ristechy.com/betika-app-apk-download.html	(from https://ristechy.com/)
10:16:24	60606/60606	---M--	200	added ('OK')	image/webp	etag:%22ecbe-6502ee6e-1aa73f3;;;%22	https://ristechy.com/wp-content/uploads/2019/08/Betika-App-Android-apk.jpeg.webp	ristechy.com/wp-content/uploads/2019/08/Betika-App-Android-apk.jpeg.webp	(from https://ristechy.com/)
10:16:25	103539/103539	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Aug%202026%2022:49:06%20GMT	https://ristechy.com/nordvpn-apk-android	ristechy.com/nordvpn-apk-android.html	(from https://ristechy.com/)
10:16:25	8334/8334	---M--	200	added ('OK')	image/webp	etag:%22208e-6505981c-1a847f8;;;%22	https://ristechy.com/wp-content/uploads/2020/09/NordVPN-apk.png.webp	ristechy.com/wp-content/uploads/2020/09/NordVPN-apk.png.webp	(from https://ristechy.com/)
10:16:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Aug%202026%2007:16:26%20GMT	https://ristechy.com/author/ristechy	ristechy.com/author/ristechy	(from https://ristechy.com/)
10:16:27	22243/22243	---M--	200	added ('OK')	image/jpeg	etag:%2256e3-68dbe4ff-1ac15b7;;;%22	https://ristechy.com/wp-content/uploads/2025/09/Football_League_2026_Mod_Apk_Obb-390x220.jpg	ristechy.com/wp-content/uploads/2025/09/Football_League_2026_Mod_Apk_Obb-390x220.jpg	(from https://ristechy.com/)
10:16:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Aug%202026%2007:16:28%20GMT	https://ristechy.com/author/ristechy	ristechy.com/author/ristechy	(from https://ristechy.com/)
10:16:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Aug%202026%2007:16:29%20GMT	https://ristechy.com/author/ristechy	ristechy.com/author/ristechy	(from https://ristechy.com/)
10:16:30	20296/20296	---M--	200	added ('OK')	image/webp	etag:%224f48-67fdc83e-1ac16c4;;;%22	https://ristechy.com/wp-content/uploads/2025/04/Best-PPSSPP-PSP-Games-download-390x220.webp	ristechy.com/wp-content/uploads/2025/04/Best-PPSSPP-PSP-Games-download-390x220.webp	(from https://ristechy.com/)
10:16:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Aug%202026%2007:16:31%20GMT	https://ristechy.com/author/ristechy	ristechy.com/author/ristechy	(from https://ristechy.com/)
10:16:32	19326/19326	---M--	200	added ('OK')	image/jpeg	etag:%224b7e-68d23af4-1ac1675;;;%22	https://ristechy.com/wp-content/uploads/2025/08/Soccer-Manager-Mod-Apk-2026-390x220.jpg	ristechy.com/wp-content/uploads/2025/08/Soccer-Manager-Mod-Apk-2026-390x220.jpg	(from https://ristechy.com/)
10:16:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Aug%202026%2007:16:33%20GMT	https://ristechy.com/author/ristechy	ristechy.com/author/ristechy	(from https://ristechy.com/)
10:16:34	25287/25287	---M--	200	added ('OK')	image/jpeg	etag:%2262c7-67c9f17a-1aa29b6;;;%22	https://ristechy.com/wp-content/uploads/2023/11/Screenshot_2023-11-16-09-53-17-380_com.galasports.totalfootball.global-390x220.jpg	ristechy.com/wp-content/uploads/2023/11/Screenshot_2023-11-16-09-53-17-380_com.galasports.totalfootball.global-390x220.jpg	(from https://ristechy.com/)
10:16:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Aug%202026%2007:16:35%20GMT	https://ristechy.com/author/ristechy	ristechy.com/author/ristechy	(from https://ristechy.com/)
10:16:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Aug%202026%2007:16:36%20GMT	https://ristechy.com/author/ristechy	ristechy.com/author/ristechy	(from https://ristechy.com/)
10:16:37	25854/25854	---M--	200	added ('OK')	image/webp	etag:%2264fe-69592246-1aa2c9a;;;%22	https://ristechy.com/wp-content/uploads/2026/01/DLS-2026-Mod-Apk-Obb-390x220.webp	ristechy.com/wp-content/uploads/2026/01/DLS-2026-Mod-Apk-Obb-390x220.webp	(from https://ristechy.com/)
10:16:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Aug%202026%2007:16:38%20GMT	https://ristechy.com/author/ristechy	ristechy.com/author/ristechy	(from https://ristechy.com/)
10:16:40	102082/102082	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2004:42:12%20GMT	https://ristechy.com/traffic-rider-mod-apk-download	ristechy.com/traffic-rider-mod-apk-download.html	(from https://ristechy.com/)
10:16:41	30282/30282	---M--	200	added ('OK')	image/webp	etag:%22764a-6504473c-1a8842c;;;%22	https://ristechy.com/wp-content/uploads/2020/04/Traffic-Rider-Mod-apk-2.png.webp	ristechy.com/wp-content/uploads/2020/04/Traffic-Rider-Mod-apk-2.png.webp	(from https://ristechy.com/)
10:16:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Aug%202026%2007:16:41%20GMT	https://ristechy.com/author/ristechy	ristechy.com/author/ristechy	(from https://ristechy.com/)
10:16:43	123374/123374	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2002:19:17%20GMT	https://ristechy.com/aethersx2-apk-android	ristechy.com/aethersx2-apk-android.html	(from https://ristechy.com/)
10:16:43	14250/14250	---M--	200	added ('OK')	image/webp	etag:%2237aa-65083dec-1aa4c75;;;%22	https://ristechy.com/wp-content/uploads/2021/12/AetherSX2-ps2-emulator-Android.png.webp	ristechy.com/wp-content/uploads/2021/12/AetherSX2-ps2-emulator-Android.png.webp	(from https://ristechy.com/)
10:16:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Aug%202026%2007:16:44%20GMT	https://ristechy.com/author/ristechy	ristechy.com/author/ristechy	(from https://ristechy.com/)
10:16:46	83572/83572	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2006:50:19%20GMT	https://ristechy.com/privacy	ristechy.com/privacy.html	(from https://ristechy.com/)
10:16:47	78661/78661	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Aug%202026%2006:14:51%20GMT	https://ristechy.com/about	ristechy.com/about.html	(from https://ristechy.com/)
10:16:47	8892/8892	---MCZ	200	added ('OK')	text/javascript	etag:W/%2222bc-6a6278cb-1a81de9;br%22	https://ristechy.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.8.3/lazyload.min.js	ristechy.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.8.3/lazyload.min.js	(from https://ristechy.com/)
10:16:48	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2010%20Aug%202026%2007:16:48%20GMT	https://ristechy.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	ristechy.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://ristechy.com/)
10:16:49	21737/21737	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Aug%202026%2007:16:48%20GMT	https://ristechy.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/8eb6d5cd556e/main.js?	ristechy.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/8eb6d5cd556e/maind41d.js	(from https://ristechy.com/)
10:16:50	77/77	---M--	200	added ('OK')	image/png	etag:%224d-69cf87d8-1a812ec;;;%22	https://ristechy.com/wp-content/themes/jannah/assets/images/code-bg.png	ristechy.com/wp-content/themes/jannah/assets/images/code-bg.png	(from https://ristechy.com/wp-content/themes/jannah/assets/css/style.min.css?ver=7.6.5)
10:16:52	40916/40916	---MCZ	200	added ('OK')	application/font-woff	etag:W/%229fd4-69cf87da-1a81213;;;%22	https://ristechy.com/wp-content/themes/jannah/assets/fonts/tielabs-fonticon/tielabs-fonticon.woff?ciufdj1	ristechy.com/wp-content/themes/jannah/assets/fonts/tielabs-fonticon/tielabs-fonticon519d.woff	(from https://ristechy.com/wp-content/cache/min/1/wp-content/themes/jannah/assets/css/helpers.min.css?ver=1786249974)
10:16:53	40840/40840	---MC-	200	added ('OK')	application/x-font-ttf	etag:W/%229f88-69cf87da-1a81214;br%22	https://ristechy.com/wp-content/themes/jannah/assets/fonts/tielabs-fonticon/tielabs-fonticon.ttf?ciufdj1	ristechy.com/wp-content/themes/jannah/assets/fonts/tielabs-fonticon/tielabs-fonticon519d.ttf	(from https://ristechy.com/wp-content/cache/min/1/wp-content/themes/jannah/assets/css/helpers.min.css?ver=1786249974)
10:16:54	141872/141872	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2222a30-69cf87da-1a81212;br%22	https://ristechy.com/wp-content/themes/jannah/assets/fonts/tielabs-fonticon/tielabs-fonticon.svg?ciufdj1	ristechy.com/wp-content/themes/jannah/assets/fonts/tielabs-fonticon/tielabs-fonticon519d.svg	(from https://ristechy.com/wp-content/cache/min/1/wp-content/themes/jannah/assets/css/helpers.min.css?ver=1786249974)
10:16:55	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22207aa-69cf87d9-1a81205;br%22	https://ristechy.com/wp-content/themes/jannah/assets/fonts/fontawesome/fa-brands-400.eot	ristechy.com/wp-content/themes/jannah/assets/fonts/fontawesome/fa-brands-400.eot	(from https://ristechy.com/wp-content/cache/min/1/wp-content/themes/jannah/assets/css/fontawesome.css?ver=1786249974)
10:16:56	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22207aa-69cf87d9-1a81205;br%22	https://ristechy.com/wp-content/themes/jannah/assets/fonts/fontawesome/fa-brands-400.eot?	ristechy.com/wp-content/themes/jannah/assets/fonts/fontawesome/fa-brands-400d41d.eot	(from https://ristechy.com/wp-content/cache/min/1/wp-content/themes/jannah/assets/css/fontawesome.css?ver=1786249974)
10:16:57	76612/76612	---M--	200	added ('OK')	font/woff2	etag:%2212b44-69cf87da-1a8120e;;;%22	https://ristechy.com/wp-content/themes/jannah/assets/fonts/fontawesome/fa-brands-400.woff2	ristechy.com/wp-content/themes/jannah/assets/fonts/fontawesome/fa-brands-400.woff2	(from https://ristechy.com/wp-content/cache/min/1/wp-content/themes/jannah/assets/css/fontawesome.css?ver=1786249974)
10:16:58	89824/89824	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2215ee0-69cf87da-1a81202;;;%22	https://ristechy.com/wp-content/themes/jannah/assets/fonts/fontawesome/fa-brands-400.woff	ristechy.com/wp-content/themes/jannah/assets/fonts/fontawesome/fa-brands-400.woff	(from https://ristechy.com/wp-content/cache/min/1/wp-content/themes/jannah/assets/css/fontawesome.css?ver=1786249974)
